time,type,id,x,y,z
0.770000,defender,8,3677.296875,2164.654785,172.725037
0.780000,attacker,0,1696.032593,3541.507324,171.348419
0.780000,defender,8,3669.294922,2170.215820,174.941193
0.790000,attacker,0,1697.042603,3540.805420,173.529343
0.790000,defender,8,3661.292969,2175.776611,177.157608
0.800000,attacker,0,1698.052979,3540.103271,175.710083
0.800000,defender,8,3653.291260,2181.337402,179.374283
0.810000,attacker,0,1699.063721,3539.400879,177.890640
0.810000,defender,8,3645.289551,2186.898193,181.591217
0.820000,attacker,0,1700.074829,3538.698242,180.071014
0.820000,defender,8,3637.288086,2192.458740,183.808411
0.830000,attacker,0,1701.086304,3537.995361,182.251205
0.830000,defender,8,3629.286621,2198.019287,186.025879
0.839999,attacker,0,1702.098145,3537.292236,184.431213
0.839999,defender,8,3621.285400,2203.579590,188.243607
0.849999,attacker,0,1703.110352,3536.588867,186.611038
0.849999,defender,8,3613.284180,2209.139893,190.461594
0.859999,attacker,0,1704.122803,3535.885254,188.790680
0.859999,defender,8,3605.283203,2214.700195,192.679840
0.869999,attacker,0,1705.135620,3535.181396,190.970139
0.869999,defender,8,3597.282227,2220.260254,194.898346
0.879999,attacker,0,1706.148804,3534.477295,193.149414
0.879999,defender,8,3589.281250,2225.820312,197.117111
0.889999,attacker,0,1707.162354,3533.772949,195.328506
0.889999,defender,8,3581.280518,2231.380371,199.336151
0.899999,attacker,0,1708.176270,3533.068359,197.507431
0.899999,defender,8,3573.279785,2236.940186,201.555450
0.909999,attacker,0,1709.190552,3532.363525,199.686172
0.909999,defender,8,3565.279297,2242.500000,203.775009
0.919999,attacker,0,1710.205200,3531.658447,201.864731
0.919999,defender,8,3557.278809,2248.059814,205.994827
0.929999,attacker,0,1711.220215,3530.953125,204.043106
0.929999,defender,8,3549.278564,2253.619385,208.214905
0.939999,attacker,0,1712.235596,3530.247559,206.221298
0.939999,defender,8,3541.278320,2259.178955,210.435242
0.949999,attacker,0,1713.251343,3529.541748,208.399307
0.949999,defender,8,3533.278320,2264.738525,212.655853
0.959999,attacker,0,1714.267456,3528.835693,210.577133
0.959999,defender,8,3525.278320,2270.297852,214.876724
0.969999,attacker,0,1715.283936,3528.129395,212.754776
0.969999,defender,8,3517.278564,2275.857178,217.097855
0.979999,attacker,0,1716.300659,3527.422852,214.932251
0.979999,defender,8,3509.278809,2281.416504,219.319244
0.989999,attacker,0,1717.317749,3526.716064,217.109543
0.989999,defender,8,3501.279297,2286.975586,221.540894
0.999999,attacker,0,1718.335205,3526.009033,219.286652
0.999999,defender,8,3493.279785,2292.534668,223.762802
1.009999,attacker,0,1719.353027,3525.301758,221.463577
1.009999,defender,8,3485.280518,2298.093750,225.984985
1.019999,attacker,0,1720.371216,3524.594238,223.640320
1.019999,defender,8,3477.281250,2303.652588,228.207428
1.029999,attacker,0,1721.389771,3523.886475,225.816879
1.029999,defender,8,3469.282227,2309.211426,230.430130
1.039999,attacker,0,1722.408691,3523.178467,227.993256
1.039999,defender,8,3461.283203,2314.770264,232.653091
1.049999,attacker,0,1723.427979,3522.470215,230.169464
1.049999,defender,8,3453.284424,2320.328857,234.876312
1.059999,attacker,0,1724.447632,3521.761719,232.345490
1.059999,defender,8,3445.285645,2325.887451,237.099792
1.069999,attacker,0,1725.467651,3521.052979,234.521332
1.069999,defender,8,3437.287109,2331.446045,239.323547
1.079999,attacker,0,1726.488037,3520.343994,236.696991
1.079999,defender,8,3429.288574,2337.004395,241.547562
1.089999,attacker,0,1727.508789,3519.634766,238.872467
1.089999,defender,8,3421.290283,2342.562744,243.771835
1.099999,attacker,0,1728.529785,3518.925293,241.047760
1.099999,defender,8,3413.291992,2348.121094,245.996368
1.109999,attacker,0,1729.551147,3518.215576,243.222885
1.109999,defender,8,3405.293945,2353.679199,248.221161
1.119999,attacker,0,1730.572876,3517.505615,245.397827
1.119999,defender,8,3397.295898,2359.237305,250.446213
1.129999,attacker,0,1731.594971,3516.795410,247.572586
1.129999,defender,8,3389.298096,2364.795410,252.671539
1.139999,attacker,0,1732.617432,3516.084961,249.747162
1.139999,defender,8,3381.300293,2370.353271,254.897125
1.149999,attacker,0,1733.640259,3515.374268,251.921555
1.149999,defender,8,3373.302490,2375.911133,257.122955
1.159999,attacker,0,1734.663452,3514.663330,254.095779
1.159999,defender,8,3365.304932,2381.468994,259.349060
1.169999,attacker,0,1735.687012,3513.952148,256.269806
1.169999,defender,8,3357.307373,2387.026611,261.575439
1.179999,attacker,0,1736.710938,3513.240479,258.443665
1.179999,defender,8,3349.310059,2392.584229,263.802063
1.189999,attacker,0,1737.735229,3512.528564,260.617340
1.189999,defender,8,3341.312744,2398.141846,266.028961
1.199999,attacker,0,1738.759888,3511.816406,262.790833
1.199999,defender,8,3333.315674,2403.699219,268.256104
1.209999,attacker,0,1739.784912,3511.104004,264.964142
1.209999,defender,8,3325.318604,2409.256592,270.483521
1.219999,attacker,0,1740.810303,3510.391357,267.137268
1.219999,defender,8,3317.321777,2414.813965,272.711212
1.229999,attacker,0,1741.835938,3509.678467,269.310242
1.229999,defender,8,3309.324951,2420.371094,274.939148
1.239999,attacker,0,1742.861938,3508.965332,271.483032
1.239999,defender,8,3301.328369,2425.928223,277.167358
1.249999,attacker,0,1743.888306,3508.251953,273.655640
1.249999,defender,8,3293.331787,2431.485352,279.395813
1.259999,attacker,0,1744.915039,3507.538330,275.828064
1.259999,defender,8,3285.335449,2437.042236,281.624542
1.269999,attacker,0,1745.942139,3506.824463,278.000305
1.269999,defender,8,3277.339111,2442.599121,283.853546
1.279999,attacker,0,1746.969604,3506.110352,280.172363
1.279999,defender,8,3269.343018,2448.156006,286.082794
1.289999,attacker,0,1747.997437,3505.395996,282.344238
1.289999,defender,8,3261.346924,2453.712646,288.312317
1.299999,attacker,0,1749.025635,3504.681396,284.515930
1.299999,defender,8,3253.351074,2459.269287,290.542084
1.309999,attacker,0,1750.054199,3503.966553,286.687469
1.309999,defender,8,3245.355225,2464.825928,292.772125
1.319999,attacker,0,1751.083130,3503.251465,288.858826
1.319999,defender,8,3237.359619,2470.382324,295.002441
1.329999,attacker,0,1752.112427,3502.536133,291.029999
1.329999,defender,8,3229.364014,2475.938721,297.233002
1.339999,attacker,0,1753.142090,3501.820557,293.200989
1.339999,defender,8,3221.368652,2481.495117,299.463837
1.349999,attacker,0,1754.171997,3501.104736,295.371796
1.349999,defender,8,3213.373291,2487.051270,301.694916
1.359999,attacker,0,1755.202271,3500.388672,297.542419
1.359999,defender,8,3205.378174,2492.607422,303.926270
1.369999,attacker,0,1756.232910,3499.672363,299.712860
1.369999,defender,8,3197.383057,2498.163574,306.157898
1.379999,attacker,0,1757.263916,3498.955811,301.883148
1.379999,defender,8,3189.387939,2503.719482,308.389771
1.389999,attacker,0,1758.295288,3498.239014,304.053253
1.389999,defender,8,3181.393066,2509.275391,310.621918
1.399999,attacker,0,1759.327026,3497.521973,306.223175
1.399999,defender,8,3173.398193,2514.831299,312.854309
