time,x,y,z,vx,vy,vz,v,rho,height
2.780000,168.562119,158.804733,101.137070,60.633900,43.439224,36.380341,82.987740,417.871353,158.804733
2.790000,169.168457,159.239120,101.500870,60.633900,43.341125,36.380341,82.936432,417.382932,159.239120
2.800000,169.774796,159.672531,101.864670,60.633900,43.243027,36.380341,82.885216,416.895217,159.672531
2.810000,170.381134,160.104965,102.228470,60.633900,43.144928,36.380341,82.834076,416.408183,160.104965
2.820000,170.987473,160.536407,102.592270,60.633900,43.046829,36.380341,82.783020,415.921847,160.536407
2.830000,171.593811,160.966873,102.956070,60.633900,42.948730,36.380341,82.732056,415.436240,160.966873
2.840000,172.200150,161.396362,103.319870,60.633900,42.850632,36.380341,82.681168,414.951336,161.396362
2.850000,172.806488,161.824875,103.683670,60.633900,42.752533,36.380341,82.630371,414.467111,161.824875
2.860000,173.412827,162.252396,104.047470,60.633900,42.654434,36.380341,82.579659,413.983582,162.252396
2.870000,174.019165,162.678940,104.411270,60.633900,42.556335,36.380341,82.529030,413.500778,162.678940
2.880000,174.625504,163.104507,104.775070,60.633900,42.458237,36.380341,82.478493,413.018676,163.104507
2.890000,175.231842,163.529083,105.138870,60.633900,42.360138,36.380341,82.428032,412.537244,163.529083
2.900000,175.838181,163.952682,105.502670,60.633900,42.262039,36.380341,82.377663,412.056511,163.952682
2.910000,176.444519,164.375305,105.866470,60.633900,42.163940,36.380341,82.327377,411.576503,164.375305
2.920000,177.050858,164.796951,106.230270,60.633900,42.065842,36.380341,82.277176,411.097193,164.796951
2.930000,177.657196,165.217606,106.594070,60.633900,41.967743,36.380341,82.227066,410.618551,165.217606
2.940000,178.263535,165.637283,106.957870,60.633900,41.869644,36.380341,82.177040,410.140606,165.637283
2.950000,178.869873,166.055984,107.321671,60.633900,41.771545,36.380341,82.127106,409.663383,166.055984
2.960000,179.476212,166.473694,107.685471,60.633900,41.673447,36.380341,82.077255,409.186849,166.473694
2.970000,180.082550,166.890427,108.049271,60.633900,41.575348,36.380341,82.027489,408.710988,166.890427
2.980000,180.688889,167.306183,108.413071,60.633900,41.477249,36.380341,81.977814,408.235822,167.306183
2.990000,181.295227,167.720963,108.776871,60.633900,41.379150,36.380341,81.928223,407.761375,167.720963
3.000000,181.901566,168.134750,109.140671,60.633900,41.281052,36.380341,81.878716,407.287615,168.134750
3.010000,182.507904,168.547562,109.504471,60.633900,41.182953,36.380341,81.829300,406.814526,168.547562
3.020000,183.114243,168.959396,109.868271,60.633900,41.084854,36.380341,81.779976,406.342129,168.959396
3.030000,183.720581,169.370239,110.232071,60.633900,40.986755,36.380341,81.730736,405.870442,169.370239
3.040000,184.326920,169.780106,110.595871,60.633900,40.888657,36.380341,81.681587,405.399447,169.780106
3.050000,184.933258,170.188995,110.959671,60.633900,40.790558,36.380341,81.632523,404.929120,170.188995
3.060000,185.539597,170.596893,111.323471,60.633900,40.692459,36.380341,81.583549,404.459477,170.596893
3.070000,186.145935,171.003815,111.687271,60.633900,40.594360,36.380341,81.534660,403.990548,171.003815
3.080000,186.752274,171.409760,112.051071,60.633900,40.496262,36.380341,81.485863,403.522308,171.409760
3.090000,187.358612,171.814728,112.414871,60.633900,40.398163,36.380341,81.437157,403.054734,171.814728
3.100000,187.964951,172.218704,112.778671,60.633900,40.300064,36.380341,81.388542,402.587842,172.218704
3.110000,188.571289,172.621704,113.142471,60.633900,40.201965,36.380341,81.340012,402.121662,172.621704
3.120000,189.177628,173.023727,113.506271,60.633900,40.103867,36.380341,81.291573,401.656169,173.023727
3.130000,189.783966,173.424759,113.870071,60.633900,40.005768,36.380341,81.243217,401.191332,173.424759
3.140000,190.390305,173.824814,114.233871,60.633900,39.907669,36.380341,81.194954,400.727182,173.824814
3.150000,190.996643,174.223892,114.597672,60.633900,39.809570,36.380341,81.146782,400.263741,174.223892
3.160000,191.602982,174.621994,114.961472,60.633900,39.711472,36.380341,81.098709,399.800986,174.621994
3.170000,192.209320,175.019104,115.325272,60.633900,39.613373,36.380341,81.050713,399.338885,175.019104
3.180000,192.815659,175.415237,115.689072,60.633900,39.515274,36.380341,81.002815,398.877467,175.415237
3.190000,193.421997,175.810394,116.052872,60.633900,39.417175,36.380341,80.955002,398.416757,175.810394
3.200000,194.028336,176.204559,116.416672,60.633900,39.319077,36.380341,80.907288,397.956724,176.204559
3.210000,194.634674,176.597748,116.780472,60.633900,39.220978,36.380341,80.859657,397.497349,176.597748
3.220000,195.241013,176.989960,117.144272,60.633900,39.122879,36.380341,80.812119,397.038656,176.989960
3.230000,195.847351,177.381195,117.508072,60.633900,39.024780,36.380341,80.764671,396.580668,177.381195
3.240000,196.453690,177.771439,117.871872,60.633900,38.926682,36.380341,80.717316,396.123354,177.771439
3.250000,197.060028,178.160706,118.235672,60.633900,38.828583,36.380341,80.670052,395.666696,178.160706
3.260000,197.666367,178.548996,118.599472,60.633900,38.730484,36.380341,80.622887,395.210719,178.548996
3.270000,198.272705,178.936295,118.963272,60.633900,38.632385,36.380341,80.575806,394.755437,178.936295
3.280000,198.879044,179.322617,119.327072,60.633900,38.534286,36.380341,80.528816,394.300833,179.322617
3.290000,199.485382,179.707962,119.690872,60.633900,38.436188,36.380341,80.481926,393.846885,179.707962
3.300000,200.091721,180.092331,120.054672,60.633900,38.338089,36.380341,80.435120,393.393614,180.092331
3.310000,200.698059,180.475708,120.418472,60.633900,38.239990,36.380341,80.388405,392.941036,180.475708
3.320000,201.304398,180.858109,120.782272,60.633900,38.141891,36.380341,80.341789,392.489135,180.858109
3.330000,201.910736,181.239532,121.146072,60.633900,38.043793,36.380341,80.295265,392.037887,181.239532
3.340000,202.517075,181.619965,121.509872,60.633900,37.945694,36.380341,80.248833,391.587307,181.619965
3.350000,203.123413,181.999420,121.873672,60.633900,37.847595,36.380341,80.202492,391.137425,181.999420
3.360000,203.729752,182.377899,122.237473,60.633900,37.749496,36.380341,80.156242,390.688218,182.377899
3.370000,204.336090,182.755402,122.601273,60.633900,37.651398,36.380341,80.110092,390.239661,182.755402
3.380000,204.942429,183.131912,122.965073,60.633900,37.553299,36.380341,80.064034,389.791770,183.131912
3.390000,205.548767,183.507446,123.328873,60.633900,37.455200,36.380341,80.018066,389.344576,183.507446
3.400000,206.155106,183.882004,123.692673,60.633900,37.357101,36.380341,79.972191,388.898053,183.882004
3.410000,206.761444,184.255569,124.056473,60.633900,37.259003,36.380341,79.926422,388.452172,184.255569
3.420000,207.367783,184.628159,124.420273,60.633900,37.160904,36.380341,79.880737,388.006963,184.628159
3.430000,207.974121,184.999771,124.784073,60.633900,37.062805,36.380341,79.835144,387.562447,184.999771
3.440000,208.580460,185.370392,125.147873,60.633900,36.964706,36.380341,79.789650,387.118594,185.370392
3.450000,209.186798,185.740036,125.511673,60.633900,36.866608,36.380341,79.744247,386.675388,185.740036
3.460000,209.793137,186.108704,125.875473,60.633900,36.768509,36.380341,79.698952,386.232851,186.108704
3.470000,210.399475,186.476395,126.239273,60.633900,36.670410,36.380341,79.653740,385.791006,186.476395
3.480000,211.005814,186.843094,126.603073,60.633900,36.572311,36.380341,79.608627,385.349821,186.843094
3.490000,211.612152,187.208817,126.966873,60.633900,36.474213,36.380341,79.563606,384.909281,187.208817
3.500000,212.218491,187.573563,127.330673,60.633900,36.376114,36.380341,79.518684,384.469409,187.573563
3.510000,212.824829,187.937317,127.694473,60.633900,36.278015,36.380341,79.473854,384.030218,187.937317
3.520000,213.431168,188.300095,128.058273,60.633900,36.179916,36.380341,79.429123,383.591694,188.300095
3.530000,214.037506,188.661896,128.422073,60.633900,36.081818,36.380341,79.384483,383.153812,188.661896
3.540000,214.643845,189.022720,128.785873,60.633900,35.983719,36.380341,79.339943,382.716596,189.022720
3.550000,215.250183,189.382553,129.149673,60.633900,35.885620,36.380341,79.295502,382.280059,189.382553
3.560000,215.856522,189.741409,129.513474,60.633900,35.787521,36.380341,79.251152,381.844187,189.741409
3.570000,216.462860,190.099289,129.877274,60.633900,35.689423,36.380341,79.206909,381.408956,190.099289
3.580000,217.069199,190.456177,130.241074,60.633900,35.591324,36.380341,79.162750,380.974380,190.456177
3.590000,217.675537,190.812088,130.604874,60.633900,35.493225,36.380341,79.118698,380.540489,190.812088
3.600000,218.281876,191.167023,130.968674,60.633900,35.395126,36.380341,79.074738,380.107261,191.167023
3.610000,218.888214,191.520981,131.332474,60.633900,35.297028,36.380341,79.030876,379.674672,191.520981
3.620000,219.494553,191.873947,131.696274,60.633900,35.198929,36.380341,78.987114,379.242737,191.873947
3.630000,220.100891,192.225937,132.060074,60.633900,35.100830,36.380341,78.943443,378.811484,192.225937
3.640000,220.707230,192.576950,132.423874,60.633900,35.002731,36.380341,78.899879,378.380893,192.576950
3.650000,221.313568,192.926971,132.787674,60.633900,34.904633,36.380341,78.856407,377.950930,192.926971
3.660000,221.919907,193.276016,133.151474,60.633900,34.806534,36.380341,78.813026,377.521627,193.276016
3.670000,222.526245,193.624084,133.515274,60.633900,34.708435,36.380341,78.769753,377.093005,193.624084
3.680000,223.132584,193.971176,133.879074,60.633900,34.610336,36.380341,78.726578,376.665042,193.971176
3.690000,223.738922,194.317276,134.242874,60.633900,34.512238,36.380341,78.683502,376.237706,194.317276
3.700000,224.345261,194.662399,134.606674,60.633900,34.414139,36.380341,78.640526,375.811028,194.662399
3.710000,224.951599,195.006546,134.970474,60.633900,34.316040,36.380341,78.597649,375.385029,195.006546
3.720000,225.557938,195.349701,135.334274,60.633900,34.217941,36.380341,78.554863,374.959679,195.349701
3.730000,226.164276,195.691879,135.698074,60.633900,34.119843,36.380341,78.512184,374.534962,195.691879
3.740000,226.770615,196.033081,136.061874,60.633900,34.021744,36.380341,78.469597,374.110901,196.033081
3.750000,227.376953,196.373291,136.425674,60.633900,33.923645,36.380341,78.427116,373.687510,196.373291
3.760000,227.983292,196.712524,136.789474,60.633900,33.825546,36.380341,78.384735,373.264773,196.712524
3.770000,228.589630,197.050781,137.153275,60.633900,33.727448,36.380341,78.342453,372.842668,197.050781
3.780000,229.195969,197.388062,137.517075,60.633900,33.629349,36.380341,78.300270,372.421217,197.388062
3.790000,229.802307,197.724350,137.880875,60.633900,33.531250,36.380341,78.258186,372.000434,197.724350
3.800000,230.408646,198.059662,138.244675,60.633900,33.433151,36.380341,78.216202,371.580303,198.059662
3.810000,231.014984,198.393997,138.608475,60.633900,33.335052,36.380341,78.174324,371.160803,198.393997
3.820000,231.621323,198.727341,138.972275,60.633900,33.236954,36.380341,78.132545,370.741946,198.727341
3.830000,232.227661,199.059708,139.336075,60.633900,33.138855,36.380341,78.090858,370.323763,199.059708
3.840000,232.834000,199.391098,139.699875,60.633900,33.040756,36.380341,78.049278,369.906231,199.391098
3.850000,233.440338,199.721512,140.063675,60.633900,32.942657,36.380341,78.007805,369.489328,199.721512
3.860000,234.046677,200.050934,140.427475,60.633900,32.844559,36.380341,77.966431,369.073067,200.050934
3.870000,234.653015,200.379379,140.791275,60.633900,32.746460,36.380341,77.925156,368.657478,200.379379
3.880000,235.259354,200.706848,141.155075,60.633900,32.648361,36.380341,77.883980,368.242538,200.706848
3.890000,235.865692,201.033325,141.518875,60.633900,32.550262,36.380341,77.842911,367.828217,201.033325
3.900000,236.472031,201.358826,141.882675,60.633900,32.452164,36.380341,77.801941,367.414545,201.358826
3.910000,237.078369,201.683350,142.246475,60.633900,32.354065,36.380341,77.761078,367.001542,201.683350
3.920000,237.684708,202.006897,142.610275,60.633900,32.255966,36.380341,77.720306,366.589188,202.006897
3.930000,238.291046,202.329453,142.974075,60.633900,32.157867,36.380341,77.679649,366.177450,202.329453
3.940000,238.897385,202.651031,143.337875,60.633900,32.059769,36.380341,77.639084,365.766359,202.651031
3.950000,239.503723,202.971634,143.701675,60.633900,31.961668,36.380341,77.598633,365.355937,202.971634
3.960000,240.110062,203.291245,144.065475,60.633900,31.863567,36.380341,77.558273,364.946152,203.291245
3.970000,240.716400,203.609879,144.429276,60.633900,31.765467,36.380341,77.518021,364.536991,203.609879
3.980000,241.322739,203.927536,144.793076,60.633900,31.667366,36.380341,77.477875,364.128476,203.927536
3.990000,241.929077,204.244217,145.156876,60.633900,31.569265,36.380341,77.437828,363.720627,204.244217
4.000000,242.535416,204.559906,145.520676,60.633900,31.471165,36.380341,77.397888,363.313414,204.559906
4.010000,243.141754,204.874619,145.884476,60.633900,31.373064,36.380341,77.358047,362.906824,204.874619
4.020000,243.748093,205.188354,146.248276,60.633900,31.274963,36.380341,77.318321,362.500877,205.188354
4.030000,244.354431,205.501099,146.612076,60.633900,31.176863,36.380341,77.278687,362.095586,205.501099
4.040000,244.960770,205.812866,146.975876,60.633900,31.078762,36.380341,77.239166,361.690928,205.812866
4.050000,245.567108,206.123657,147.339676,60.633900,30.980661,36.380341,77.199745,361.286912,206.123657
4.060000,246.173447,206.433456,147.703476,60.633900,30.882561,36.380341,77.160423,360.883530,206.433456
4.070000,246.779785,206.742279,148.067276,60.633900,30.784460,36.380341,77.121216,360.480790,206.742279
4.080000,247.386124,207.050125,148.431076,60.633900,30.686359,36.380341,77.082108,360.078691,207.050125
4.090000,247.992462,207.356995,148.794876,60.633900,30.588259,36.380341,77.043106,359.677233,207.356995
4.100000,248.598801,207.662872,149.158676,60.633900,30.490158,36.380341,77.004211,359.276407,207.662872
4.110000,249.205139,207.967773,149.522476,60.633900,30.392057,36.380341,76.965424,358.876221,207.967773
4.120000,249.811478,208.271698,149.886276,60.633900,30.293957,36.380341,76.926735,358.476676,208.271698
4.130000,250.417816,208.574631,150.250076,60.633900,30.195856,36.380341,76.888153,358.077761,208.574631
4.140000,251.024155,208.876587,150.613876,60.633900,30.097755,36.380341,76.849686,357.679485,208.876587
4.150000,251.630493,209.177567,150.977676,60.633900,29.999655,36.380341,76.811317,357.281848,209.177567
4.160000,252.236832,209.477570,151.341476,60.633900,29.901554,36.380341,76.773056,356.884850,209.477570
4.170000,252.843170,209.776581,151.705276,60.633900,29.803453,36.380341,76.734901,356.488481,209.776581
4.180000,253.449509,210.074615,152.069077,60.633900,29.705353,36.380341,76.696854,356.092751,210.074615
4.190000,254.055847,210.371674,152.432877,60.633900,29.607252,36.380341,76.658913,355.697657,210.371674
4.200000,254.662186,210.667740,152.796677,60.633900,29.509151,36.380341,76.621071,355.303192,210.667740
4.210000,255.268524,210.962830,153.160477,60.633900,29.411051,36.380341,76.583344,354.909364,210.962830
4.220000,255.874863,211.256943,153.524277,60.633900,29.312950,36.380341,76.545723,354.516172,211.256943
4.230000,256.481201,211.550079,153.888077,60.633900,29.214849,36.380341,76.508209,354.123616,211.550079
4.240000,257.087555,211.842224,154.251877,60.633900,29.116749,36.380341,76.470802,353.731677,211.842224
4.250000,257.693909,212.133392,154.615677,60.633900,29.018648,36.380341,76.433510,353.340373,212.133392
4.260000,258.300262,212.423584,154.979477,60.633900,28.920547,36.380341,76.396317,352.949705,212.423584
4.270000,258.906616,212.712784,155.343277,60.633900,28.822447,36.380341,76.359230,352.559662,212.712784
4.280000,259.512970,213.001007,155.707077,60.633900,28.724346,36.380341,76.322258,352.170255,213.001007
4.290000,260.119324,213.288254,156.070877,60.633900,28.626245,36.380341,76.285393,351.781481,213.288254
4.300000,260.725677,213.574509,156.434677,60.633900,28.528145,36.380341,76.248634,351.393332,213.574509
4.310000,261.332031,213.859787,156.798477,60.633900,28.430044,36.380341,76.211983,351.005818,213.859787
4.320000,261.938385,214.144089,157.162277,60.633900,28.331944,36.380341,76.175446,350.618936,214.144089
4.330000,262.544739,214.427414,157.526077,60.633900,28.233843,36.380341,76.139008,350.232688,214.427414
4.340000,263.151093,214.709747,157.889877,60.633900,28.135742,36.380341,76.102692,349.847063,214.709747
4.350000,263.757446,214.991104,158.253677,60.633900,28.037642,36.380341,76.066475,349.462071,214.991104
4.360000,264.363800,215.271484,158.617477,60.633900,27.939541,36.380341,76.030373,349.077711,215.271484
4.370000,264.970154,215.550873,158.981277,60.633900,27.841440,36.380341,75.994377,348.693974,215.550873
4.380000,265.576508,215.829285,159.345078,60.633900,27.743340,36.380341,75.958488,348.310869,215.829285
4.390000,266.182861,216.106720,159.708878,60.633900,27.645239,36.380341,75.922714,347.928395,216.106720
4.400000,266.789215,216.383179,160.072678,60.633900,27.547138,36.380341,75.887047,347.546552,216.383179
4.410000,267.395569,216.658646,160.436478,60.633900,27.449038,36.380341,75.851494,347.165331,216.658646
4.420000,268.001923,216.933136,160.800278,60.633900,27.350937,36.380341,75.816048,346.784740,216.933136
4.430000,268.608276,217.206650,161.164078,60.633900,27.252836,36.380341,75.780708,346.404780,217.206650
4.440000,269.214630,217.479172,161.527878,60.633900,27.154736,36.380341,75.745491,346.025441,217.479172
4.450000,269.820984,217.750717,161.891678,60.633900,27.056635,36.380341,75.710373,345.646731,217.750717
4.460000,270.427338,218.021286,162.255478,60.633900,26.958534,36.380341,75.675369,345.268652,218.021286
4.470000,271.033691,218.290878,162.619278,60.633900,26.860434,36.380341,75.640480,344.891201,218.290878
4.480000,271.640045,218.559479,162.983078,60.633900,26.762333,36.380341,75.605698,344.514371,218.559479
4.490000,272.246399,218.827103,163.346878,60.633900,26.664232,36.380341,75.571030,344.138169,218.827103
4.500000,272.852753,219.093750,163.710678,60.633900,26.566132,36.380341,75.536469,343.762596,219.093750
4.510000,273.459106,219.359406,164.074478,60.633900,26.468031,36.380341,75.502022,343.387642,219.359406
4.520000,274.065460,219.624084,164.438278,60.633900,26.369930,36.380341,75.467690,343.013316,219.624084
4.530000,274.671814,219.887787,164.802078,60.633900,26.271830,36.380341,75.433464,342.639619,219.887787
4.540000,275.278168,220.150513,165.165878,60.633900,26.173729,36.380341,75.399353,342.266549,220.150513
4.550000,275.884521,220.412247,165.529678,60.633900,26.075628,36.380341,75.365356,341.894097,220.412247
4.560000,276.490875,220.673004,165.893478,60.633900,25.977528,36.380341,75.331474,341.522273,220.673004
4.570000,277.097229,220.932785,166.257278,60.633900,25.879427,36.380341,75.297699,341.151076,220.932785
4.580000,277.703583,221.191574,166.621078,60.633900,25.781326,36.380341,75.264038,340.780496,221.191574
4.590000,278.309937,221.449387,166.984879,60.633900,25.683226,36.380341,75.230492,340.410543,221.449387
4.600000,278.916290,221.706223,167.348679,60.633900,25.585125,36.380341,75.197060,340.041216,221.706223
4.610000,279.522644,221.962067,167.712479,60.633900,25.487024,36.380341,75.163734,339.672507,221.962067
4.620000,280.128998,222.216934,168.076279,60.633900,25.388924,36.380341,75.130531,339.304423,222.216934
4.630000,280.735352,222.470825,168.440079,60.633900,25.290823,36.380341,75.097435,338.936966,222.470825
4.640000,281.341705,222.723740,168.803879,60.633900,25.192722,36.380341,75.064453,338.570135,222.723740
4.650000,281.948059,222.975662,169.167679,60.633900,25.094622,36.380341,75.031586,338.203919,222.975662
4.660000,282.554413,223.226608,169.531479,60.633900,24.996521,36.380341,74.998833,337.838330,223.226608
4.670000,283.160767,223.476578,169.895279,60.633900,24.898420,36.380341,74.966194,337.473365,223.476578
4.680000,283.767120,223.725555,170.259079,60.633900,24.800320,36.380341,74.933670,337.109016,223.725555
4.690000,284.373474,223.973557,170.622879,60.633900,24.702219,36.380341,74.901260,336.745293,223.973557
4.700000,284.979828,224.220581,170.986679,60.633900,24.604118,36.380341,74.868965,336.382194,224.220581
4.710000,285.586182,224.466629,171.350479,60.633900,24.506018,36.380341,74.836784,336.019720,224.466629
4.720000,286.192535,224.711685,171.714279,60.633900,24.407917,36.380341,74.804718,335.657861,224.711685
4.730000,286.798889,224.955765,172.078079,60.633900,24.309816,36.380341,74.772766,335.296626,224.955765
4.740000,287.405243,225.198868,172.441879,60.633900,24.211716,36.380341,74.740929,334.936016,225.198868
4.750000,288.011597,225.440979,172.805679,60.633900,24.113615,36.380341,74.709206,334.576020,225.440979
4.760000,288.617950,225.682114,173.169479,60.633900,24.015514,36.380341,74.677605,334.216649,225.682114
4.770000,289.224304,225.922272,173.533279,60.633900,23.917414,36.380341,74.646111,333.857901,225.922272
4.780000,289.830658,226.161453,173.897079,60.633900,23.819313,36.380341,74.614738,333.499778,226.161453
4.790000,290.437012,226.399643,174.260880,60.633900,23.721212,36.380341,74.583473,333.142268,226.399643
4.800000,291.043365,226.636856,174.624680,60.633900,23.623112,36.380341,74.552330,332.785382,226.636856
4.810000,291.649719,226.873093,174.988480,60.633900,23.525011,36.380341,74.521309,332.429120,226.873093
4.820000,292.256073,227.108337,175.352280,60.633900,23.426910,36.380341,74.490395,332.073471,227.108337
4.830000,292.862427,227.342606,175.716080,60.633900,23.328810,36.380341,74.459602,331.718446,227.342606
4.840000,293.468781,227.575897,176.079880,60.633900,23.230709,36.380341,74.428925,331.364044,227.575897
4.850000,294.075134,227.808197,176.443680,60.633900,23.132608,36.380341,74.398361,331.010255,227.808197
4.860000,294.681488,228.039520,176.807480,60.633900,23.034508,36.380341,74.367920,330.657090,228.039520
4.870000,295.287842,228.269867,177.171280,60.633900,22.936407,36.380341,74.337593,330.304548,228.269867
4.880000,295.894196,228.499237,177.535080,60.633900,22.838306,36.380341,74.307388,329.952629,228.499237
4.890000,296.500549,228.727615,177.898880,60.633900,22.740206,36.380341,74.277290,329.601323,228.727615
4.900000,297.106903,228.955017,178.262680,60.633900,22.642105,36.380341,74.247314,329.250640,228.955017
4.910000,297.713257,229.181442,178.626480,60.633900,22.544004,36.380341,74.217461,328.900580,229.181442
4.920000,298.319611,229.406876,178.990280,60.633900,22.445904,36.380341,74.187714,328.551132,229.406876
4.930000,298.925964,229.631332,179.354080,60.633900,22.347803,36.380341,74.158096,328.202307,229.631332
4.940000,299.532318,229.854813,179.717880,60.633900,22.249702,36.380341,74.128593,327.854106,229.854813
4.950000,300.138672,230.077316,180.081680,60.633900,22.151602,36.380341,74.099205,327.506527,230.077316
4.960000,300.745026,230.298828,180.445480,60.633900,22.053501,36.380341,74.069939,327.159561,230.298828
4.970000,301.351379,230.519363,180.809280,60.633900,21.955400,36.380341,74.040787,326.813217,230.519363
4.980000,301.957733,230.738922,181.173080,60.633900,21.857300,36.380341,74.011757,326.467497,230.738922
4.990000,302.564087,230.957489,181.536880,60.633900,21.759199,36.380341,73.982849,326.122388,230.957489
5.000000,303.170441,231.175079,181.900681,60.633900,21.661098,36.380341,73.954056,325.777903,231.175079
5.010000,303.776794,231.391693,182.264481,60.633900,21.562998,36.380341,73.925385,325.434040,231.391693
5.020000,304.383148,231.607330,182.628281,60.633900,21.464897,36.380341,73.896828,325.090801,231.607330
5.030000,304.989502,231.821976,182.992081,60.633900,21.366796,36.380341,73.868393,324.748173,231.821976
5.040000,305.595856,232.035645,183.355881,60.633900,21.268696,36.380341,73.840073,324.406169,232.035645
5.050000,306.202209,232.248337,183.719681,60.633900,21.170595,36.380341,73.811874,324.064787,232.248337
5.060000,306.808563,232.460037,184.083481,60.633900,21.072495,36.380341,73.783798,323.724018,232.460037
5.070000,307.414917,232.670761,184.447281,60.633900,20.974394,36.380341,73.755844,323.383871,232.670761
5.080000,308.021271,232.880508,184.811081,60.633900,20.876293,36.380341,73.728004,323.044348,232.880508
5.090000,308.627625,233.089264,185.174881,60.633900,20.778193,36.380341,73.700287,322.705437,233.089264
5.100000,309.233978,233.297043,185.538681,60.633900,20.680092,36.380341,73.672691,322.367149,233.297043
5.110000,309.840332,233.503845,185.902481,60.633900,20.581991,36.380341,73.645210,322.029484,233.503845
5.120000,310.446686,233.709671,186.266281,60.633900,20.483891,36.380341,73.617859,321.692443,233.709671
5.130000,311.053040,233.914505,186.630081,60.633900,20.385790,36.380341,73.590622,321.356014,233.914505
5.140000,311.659393,234.118362,186.993881,60.633900,20.287689,36.380341,73.563507,321.020209,234.118362
5.150000,312.265747,234.321243,187.357681,60.633900,20.189589,36.380341,73.536507,320.685027,234.321243
5.160000,312.872101,234.523132,187.721481,60.633900,20.091488,36.380341,73.509636,320.350458,234.523132
5.170000,313.478455,234.724045,188.085281,60.633900,19.993387,36.380341,73.482887,320.016513,234.724045
5.180000,314.084808,234.923981,188.449081,60.633900,19.895287,36.380341,73.456253,319.683191,234.923981
5.190000,314.691162,235.122940,188.812881,60.633900,19.797186,36.380341,73.429741,319.350493,235.122940
5.200000,315.297516,235.320908,189.176682,60.633900,19.699085,36.380341,73.403358,319.018409,235.320908
5.210000,315.903870,235.517899,189.540482,60.633900,19.600985,36.380341,73.377090,318.686948,235.517899
5.220000,316.510223,235.713913,189.904282,60.633900,19.502884,36.380341,73.350945,318.356112,235.713913
5.230000,317.116577,235.908936,190.268082,60.633900,19.404783,36.380341,73.324921,318.025889,235.908936
5.240000,317.722931,236.102982,190.631882,60.633900,19.306683,36.380341,73.299026,317.696291,236.102982
5.250000,318.329285,236.296051,190.995682,60.633900,19.208582,36.380341,73.273247,317.367317,236.296051
5.260000,318.935638,236.488144,191.359482,60.633900,19.110481,36.380341,73.247589,317.038968,236.488144
5.270000,319.541992,236.679245,191.723282,60.633900,19.012381,36.380341,73.222061,316.711233,236.679245
5.280000,320.148346,236.869370,192.087082,60.633900,18.914280,36.380341,73.196648,316.384123,236.869370
5.290000,320.754700,237.058517,192.450882,60.633900,18.816179,36.380341,73.171356,316.057639,237.058517
5.300000,321.361053,237.246674,192.814682,60.633900,18.718079,36.380341,73.146194,315.731769,237.246674
5.310000,321.967407,237.433853,193.178482,60.633900,18.619978,36.380341,73.121147,315.406524,237.433853
5.320000,322.573761,237.620056,193.542282,60.633900,18.521877,36.380341,73.096230,315.081905,237.620056
5.330000,323.180115,237.805267,193.906082,60.633900,18.423777,36.380341,73.071434,314.757901,237.805267
5.340000,323.786469,237.989502,194.269882,60.633900,18.325676,36.380341,73.046761,314.434523,237.989502
5.350000,324.392822,238.172760,194.633682,60.633900,18.227575,36.380341,73.022217,314.111772,238.172760
5.360000,324.999176,238.355042,194.997482,60.633900,18.129475,36.380341,72.997787,313.789648,238.355042
5.370000,325.605530,238.536331,195.361282,60.633900,18.031374,36.380341,72.973488,313.468138,238.536331
5.380000,326.211884,238.716644,195.725082,60.633900,17.933273,36.380341,72.949303,313.147256,238.716644
5.390000,326.818237,238.895981,196.088882,60.633900,17.835173,36.380341,72.925255,312.827002,238.895981
5.400000,327.424591,239.074326,196.452682,60.633900,17.737072,36.380341,72.901321,312.507363,239.074326
5.410000,328.030945,239.251694,196.816483,60.633900,17.638971,36.380341,72.877518,312.188352,239.251694
5.420000,328.637299,239.428085,197.180283,60.633900,17.540871,36.380341,72.853836,311.869969,239.428085
5.430000,329.243652,239.603500,197.544083,60.633900,17.442770,36.380341,72.830276,311.552215,239.603500
5.440000,329.850006,239.777924,197.907883,60.633900,17.344669,36.380341,72.806847,311.235078,239.777924
5.450000,330.456360,239.951370,198.271683,60.633900,17.246569,36.380341,72.783531,310.918569,239.951370
5.460000,331.062714,240.123840,198.635483,60.633900,17.148468,36.380341,72.760353,310.602690,240.123840
5.470000,331.669067,240.295319,198.999283,60.633900,17.050367,36.380341,72.737297,310.287428,240.295319
5.480000,332.275421,240.465820,199.363083,60.633900,16.952267,36.380341,72.714363,309.972796,240.465820
5.490000,332.881775,240.635345,199.726883,60.633900,16.854166,36.380341,72.691551,309.658794,240.635345
5.500000,333.488129,240.803894,200.090683,60.633900,16.756065,36.380341,72.668869,309.345422,240.803894
5.510000,334.094482,240.971451,200.454483,60.633900,16.657965,36.380341,72.646317,309.032669,240.971451
5.520000,334.700836,241.138031,200.818283,60.633900,16.559864,36.380341,72.623878,308.720548,241.138031
5.530000,335.307190,241.303635,201.182083,60.633900,16.461763,36.380341,72.601578,308.409057,241.303635
5.540000,335.913544,241.468246,201.545883,60.633900,16.363663,36.380341,72.579391,308.098186,241.468246
5.550000,336.519897,241.631882,201.909683,60.633900,16.265562,36.380341,72.557335,307.787947,241.631882
5.560000,337.126251,241.794540,202.273483,60.633900,16.167461,36.380341,72.535408,307.478341,241.794540
