t,x,y,z,id,type
19.60,6651.3,13326.7,20.8,5,def
19.60,11777.9,13057.8,1884.0,6,def
19.80,2150.2,9286.1,1009.5,0,atk
19.80,2256.1,2722.3,1187.6,1,atk
19.80,3777.2,5968.5,2059.9,2,atk
19.80,9046.5,12159.3,3306.9,4,atk
19.80,7078.7,9539.0,1635.7,8,atk
19.80,2855.1,2386.8,1412.5,1,def
19.80,11777.9,13057.8,1883.9,6,def
20.00,2121.5,9278.4,1000.0,0,atk
20.00,2228.7,2737.6,1179.9,1,atk
20.00,3747.8,5996.0,2061.1,2,atk
20.00,8997.2,12140.1,3320.7,4,atk
20.00,7054.5,9565.6,1632.6,8,atk
20.00,2773.2,2432.7,1382.4,1,def
20.00,11777.9,13057.8,1883.8,6,def
20.20,2092.9,9270.8,990.2,0,atk
20.20,2201.2,2753.0,1171.9,1,atk
20.20,3718.4,6023.5,2061.9,2,atk
20.20,8948.0,12120.9,3334.1,4,atk
20.20,7030.3,9592.3,1629.2,8,atk
20.20,2675.7,2487.3,1346.4,1,def
20.20,11777.9,13057.8,1883.7,6,def
20.40,2064.2,9263.2,980.0,0,atk
20.40,2173.8,2768.4,1163.5,1,atk
20.40,3689.1,6051.0,2062.3,2,atk
20.40,8898.8,12101.7,3347.1,4,atk
20.40,7006.2,9618.9,1625.3,8,atk
20.40,2561.8,2551.1,1304.5,1,def
20.40,11777.9,13057.8,1883.6,6,def
20.60,2035.6,9255.5,969.4,0,atk
20.60,2146.4,2783.7,1154.7,1,atk
20.60,3659.7,6078.5,2062.3,2,atk
20.60,8849.5,12082.5,3359.7,4,atk
20.60,6982.0,9645.5,1621.0,8,atk
20.60,2430.9,2624.3,1256.4,1,def
20.60,11777.9,13057.8,1883.5,6,def
20.80,2007.0,9247.9,958.4,0,atk
20.80,2118.9,2799.1,1145.5,1,atk
20.80,3630.3,6106.0,2061.9,2,atk
20.80,8800.3,12063.3,3371.9,4,atk
20.80,6957.8,9672.2,1616.3,8,atk
20.80,2282.3,2707.6,1201.9,1,def
20.80,11777.9,13057.8,1883.4,6,def
21.00,1978.3,9240.2,947.0,0,atk
21.00,3600.9,6133.6,2061.1,2,atk
21.00,8751.1,12044.1,3383.7,4,atk
21.00,6933.6,9698.8,1611.3,8,atk
21.00,11777.9,13057.8,1883.3,6,def
21.20,1949.7,9232.6,935.3,0,atk
21.20,3571.6,6161.1,2059.9,2,atk
21.20,8701.8,12024.9,3395.1,4,atk
21.20,6909.5,9725.4,1605.8,8,atk
21.20,11777.9,13057.8,1883.2,6,def
21.40,1921.0,9225.0,923.1,0,atk
21.40,3542.2,6188.6,2058.4,2,atk
21.40,8652.6,12005.7,3406.2,4,atk
21.40,6885.3,9752.1,1600.0,8,atk
21.40,11777.9,13057.8,1883.1,6,def
21.60,1892.4,9217.3,910.5,0,atk
21.60,3512.8,6216.1,2056.4,2,atk
21.60,8603.3,11986.5,3416.8,4,atk
21.60,6861.1,9778.7,1593.7,8,atk
21.60,11777.9,13057.8,1883.0,6,def
21.80,1863.8,9209.7,897.6,0,atk
21.80,3483.4,6243.6,2054.1,2,atk
21.80,8554.1,11967.4,3427.1,4,atk
21.80,6836.9,9805.3,1587.1,8,atk
21.80,11777.9,13057.8,1882.9,6,def
22.00,1835.1,9202.1,884.2,0,atk
22.00,3454.1,6271.1,2051.4,2,atk
22.00,8504.9,11948.2,3436.9,4,atk
22.00,6812.8,9831.9,1580.1,8,atk
22.00,11777.9,13057.8,1882.8,6,def
22.20,1806.5,9194.4,870.5,0,atk
22.20,3424.7,6298.6,2048.2,2,atk
22.20,8455.6,11929.0,3446.4,4,atk
22.20,6788.6,9858.6,1572.7,8,atk
22.20,11777.9,13057.8,1882.8,6,def
22.40,1777.8,9186.8,856.3,0,atk
22.40,3395.3,6326.2,2044.7,2,atk
22.40,8406.4,11909.8,3455.5,4,atk
22.40,6764.4,9885.2,1564.9,8,atk
22.40,11777.9,13057.8,1882.7,6,def
22.60,1749.2,9179.2,841.8,0,atk
22.60,3365.9,6353.7,2040.8,2,atk
22.60,8357.1,11890.6,3464.1,4,atk
22.60,6740.2,9911.8,1556.7,8,atk
22.60,11777.9,13057.8,1882.5,6,def
22.80,1720.6,9171.5,826.9,0,atk
22.80,3336.5,6381.2,2036.5,2,atk
22.80,8307.9,11871.4,3472.4,4,atk
22.80,6716.1,9938.5,1548.1,8,atk
22.80,11777.9,13057.8,1882.5,6,def
23.00,1691.9,9163.9,811.6,0,atk
23.00,3307.2,6408.7,2031.8,2,atk
23.00,8258.7,11852.2,3480.3,4,atk
23.00,6691.9,9965.1,1539.1,8,atk
23.00,11777.9,13057.8,1882.4,6,def
23.20,1663.3,9156.2,795.9,0,atk
23.20,3277.8,6436.2,2026.7,2,atk
23.20,8209.4,11833.0,3487.8,4,atk
23.20,6667.7,9991.7,1529.7,8,atk
23.20,11777.9,13057.8,1882.2,6,def
23.40,1634.6,9148.6,779.8,0,atk
23.40,3248.4,6463.7,2021.2,2,atk
23.40,8160.2,11813.8,3495.0,4,atk
23.40,6643.5,10018.4,1520.0,8,atk
23.40,11777.9,13057.8,1882.2,6,def
23.60,1606.0,9141.0,763.3,0,atk
23.60,3219.0,6491.3,2015.3,2,atk
23.60,8111.0,11794.7,3501.7,4,atk
23.60,6619.4,10045.0,1509.8,8,atk
23.60,11777.9,13057.8,1882.1,6,def
23.80,1577.4,9133.3,746.4,0,atk
23.80,3189.7,6518.8,2009.1,2,atk
23.80,8061.7,11775.5,3508.0,4,atk
23.80,6595.2,10071.6,1499.2,8,atk
23.80,11777.9,13057.8,1882.0,6,def
24.00,1548.7,9125.7,729.2,0,atk
24.00,3160.3,6546.3,2002.4,2,atk
24.00,8012.5,11756.3,3513.9,4,atk
24.00,6571.0,10098.3,1488.3,8,atk
24.00,11777.9,13057.8,1881.9,6,def
24.20,1520.1,9118.1,711.5,0,atk
24.20,3130.9,6573.8,1995.3,2,atk
24.20,7963.2,11737.1,3519.5,4,atk
24.20,6546.8,10124.9,1477.0,8,atk
24.20,11777.9,13057.8,1881.8,6,def
24.40,1491.4,9110.4,693.4,0,atk
24.40,3101.5,6601.3,1987.9,2,atk
24.40,7914.0,11717.9,3524.6,4,atk
24.40,6522.7,10151.5,1465.2,8,atk
24.40,11777.9,13057.8,1881.7,6,def
24.60,1462.8,9102.8,675.0,0,atk
24.60,3072.1,6628.8,1980.1,2,atk
24.60,7864.8,11698.7,3529.4,4,atk
24.60,6498.5,10178.1,1453.1,8,atk
24.60,11777.9,13057.8,1881.6,6,def
24.80,1434.2,9095.1,656.1,0,atk
24.80,3042.8,6656.3,1971.8,2,atk
24.80,7815.5,11679.5,3533.8,4,atk
24.80,6474.3,10204.8,1440.6,8,atk
24.80,11777.9,13057.8,1881.5,6,def
25.00,1405.5,9087.5,636.9,0,atk
25.00,3013.4,6683.9,1963.2,2,atk
25.00,7766.3,11660.3,3537.7,4,atk
25.00,6450.1,10231.4,1427.7,8,atk
25.00,11777.9,13057.8,1881.4,6,def
25.20,1376.9,9079.9,617.3,0,atk
25.20,2984.0,6711.4,1954.2,2,atk
25.20,7717.0,11641.1,3541.3,4,atk
25.20,6426.0,10258.0,1414.4,8,atk
25.20,11777.9,13057.8,1881.3,6,def
25.40,1348.2,9072.2,597.3,0,atk
25.40,2954.6,6738.9,1944.8,2,atk
25.40,7667.8,11621.9,3544.5,4,atk
25.40,6401.8,10284.7,1400.7,8,atk
25.40,11777.9,13057.8,1881.2,6,def
25.60,1319.6,9064.6,576.9,0,atk
25.60,2925.3,6766.4,1935.0,2,atk
25.60,7618.6,11602.8,3547.3,4,atk
25.60,6377.6,10311.3,1386.6,8,atk
25.60,11777.9,13057.8,1881.1,6,def
25.80,1291.0,9057.0,556.1,0,atk
25.80,2895.9,6793.9,1924.8,2,atk
25.80,7569.3,11583.6,3549.7,4,atk
25.80,6353.4,10337.9,1372.1,8,atk
25.80,11777.9,13057.8,1881.0,6,def
26.00,1262.3,9049.3,534.9,0,atk
26.00,2866.5,6821.4,1914.2,2,atk
26.00,7520.1,11564.4,3551.7,4,atk
26.00,6329.3,10364.6,1357.3,8,atk
26.00,11777.9,13057.8,1880.9,6,def
26.20,1233.7,9041.7,513.3,0,atk
26.20,2837.1,6848.9,1903.2,2,atk
26.20,7470.9,11545.2,3553.3,4,atk
26.20,6305.1,10391.2,1342.0,8,atk
26.20,11777.9,13057.8,1880.8,6,def
26.40,1205.0,9034.1,491.3,0,atk
26.40,2807.7,6876.5,1891.9,2,atk
26.40,7421.6,11526.0,3554.5,4,atk
26.40,6280.9,10417.8,1326.3,8,atk
26.40,11777.9,13057.8,1880.7,6,def
26.60,1176.4,9026.4,468.9,0,atk
26.60,2778.4,6904.0,1880.1,2,atk
26.60,7372.4,11506.8,3555.4,4,atk
26.60,6256.7,10444.5,1310.3,8,atk
26.60,11777.9,13057.8,1880.6,6,def
26.80,1147.8,9018.8,446.2,0,atk
26.80,2749.0,6931.5,1867.9,2,atk
26.80,7323.1,11487.6,3555.8,4,atk
26.80,6232.6,10471.1,1293.9,8,atk
26.80,11777.9,13057.8,1880.5,6,def
27.00,1119.1,9011.1,423.0,0,atk
27.00,2719.6,6959.0,1855.4,2,atk
27.00,7273.9,11468.4,3555.9,4,atk
27.00,6208.4,10497.7,1277.0,8,atk
27.00,11777.9,13057.8,1880.4,6,def
27.20,1090.5,9003.5,399.5,0,atk
27.20,2690.2,6986.5,1842.5,2,atk
27.20,7224.7,11449.2,3555.5,4,atk
27.20,6184.2,10524.3,1259.8,8,atk
27.20,11777.9,13057.8,1880.3,6,def
27.40,1061.8,8995.9,375.5,0,atk
27.40,2660.9,7014.0,1829.1,2,atk
27.40,7175.4,11430.1,3554.8,4,atk
27.40,6160.0,10551.0,1242.2,8,atk
27.40,11777.9,13057.8,1880.2,6,def
27.60,1033.2,8988.2,351.2,0,atk
27.60,2631.5,7041.5,1815.4,2,atk
27.60,7126.2,11410.9,3553.7,4,atk
27.60,6135.9,10577.6,1224.2,8,atk
27.60,11777.9,13057.8,1880.1,6,def
27.80,1004.6,8980.6,326.4,0,atk
27.80,2602.1,7069.1,1801.3,2,atk
27.80,7077.0,11391.7,3552.1,4,atk
27.80,6111.7,10604.2,1205.8,8,atk
27.80,11777.9,13057.8,1880.0,6,def
28.00,975.9,8973.0,301.3,0,atk
28.00,2572.7,7096.6,1786.8,2,atk
28.00,7027.7,11372.5,3550.2,4,atk
28.00,6087.5,10630.9,1187.0,8,atk
28.00,11777.9,13057.8,1879.9,6,def
28.20,947.3,8965.3,275.8,0,atk
28.20,2543.4,7124.1,1771.9,2,atk
28.20,6978.5,11353.3,3547.9,4,atk
28.20,6063.3,10657.5,1167.8,8,atk
28.20,11777.9,13057.8,1879.8,6,def
28.40,918.6,8957.7,249.9,0,atk
28.40,2514.0,7151.6,1756.6,2,atk
28.40,6929.2,11334.1,3545.2,4,atk
28.40,6039.2,10684.1,1148.2,8,atk
28.40,11777.9,13057.8,1879.7,6,def
28.60,890.0,8950.1,223.6,0,atk
28.60,2484.6,7179.1,1740.9,2,atk
28.60,6880.0,11314.9,3542.1,4,atk
28.60,6015.0,10710.8,1128.3,8,atk
28.60,11777.9,13057.8,1879.6,6,def
28.80,861.4,8942.4,196.9,0,atk
28.80,2455.2,7206.6,1724.8,2,atk
28.80,6830.8,11295.7,3538.7,4,atk
28.80,5990.8,10737.4,1107.9,8,atk
28.80,11777.9,13057.8,1879.5,6,def
29.00,832.7,8934.8,169.8,0,atk
29.00,2425.8,7234.1,1708.3,2,atk
29.00,6781.5,11276.5,3534.8,4,atk
29.00,5966.6,10764.0,1087.1,8,atk
29.00,11777.9,13057.8,1879.4,6,def
29.20,804.1,8927.1,142.4,0,atk
29.20,2396.5,7261.7,1691.5,2,atk
29.20,6732.3,11257.3,3530.5,4,atk
29.20,5942.5,10790.7,1066.0,8,atk
29.20,11777.9,13057.8,1879.3,6,def
29.40,775.4,8919.5,114.5,0,atk
29.40,2367.1,7289.2,1674.2,2,atk
29.40,6683.0,11238.2,3525.9,4,atk
29.40,5918.3,10817.3,1044.4,8,atk
29.40,11777.9,13057.8,1879.2,6,def
29.60,746.8,8911.9,86.2,0,atk
29.60,2337.7,7316.7,1656.6,2,atk
29.60,6633.8,11219.0,3520.8,4,atk
29.60,5894.1,10843.9,1022.5,8,atk
29.60,11777.9,13057.8,1879.1,6,def
29.80,718.2,8904.2,57.6,0,atk
29.80,2308.3,7344.2,1638.5,2,atk
29.80,6584.6,11199.8,3515.4,4,atk
29.80,5869.9,10870.5,1000.2,8,atk
29.80,11777.9,13057.8,1879.0,6,def
30.00,689.5,8896.6,28.6,0,atk
30.00,2279.0,7371.7,1620.1,2,atk
30.00,6535.3,11180.6,3509.5,4,atk
30.00,5845.8,10897.2,977.5,8,atk
30.00,11777.9,13057.8,1878.9,6,def
30.20,2249.6,7399.2,1601.3,2,atk
30.20,6486.1,11161.4,3503.3,4,atk
30.20,5821.6,10923.8,954.4,8,atk
30.20,11777.9,13057.8,1878.8,6,def
30.40,2220.2,7426.7,1582.1,2,atk
30.40,6436.9,11142.2,3496.7,4,atk
30.40,5797.4,10950.4,930.9,8,atk
30.40,11777.9,13057.8,1878.7,6,def
30.60,2190.8,7454.3,1562.4,2,atk
30.60,6387.6,11123.0,3489.7,4,atk
30.60,5773.2,10977.1,907.0,8,atk
30.60,11777.9,13057.8,1878.6,6,def
30.80,2161.4,7481.8,1542.4,2,atk
30.80,6338.4,11103.8,3482.3,4,atk
30.80,5749.1,11003.7,882.7,8,atk
30.80,11777.9,13057.8,1878.5,6,def
31.00,2132.1,7509.3,1522.0,2,atk
31.00,6289.1,11084.6,3474.5,4,atk
31.00,5724.9,11030.3,858.0,8,atk
31.00,11777.9,13057.8,1878.4,6,def
31.20,2102.7,7536.8,1501.3,2,atk
31.20,6239.9,11065.5,3466.3,4,atk
31.20,5700.7,11057.0,832.9,8,atk
31.20,11777.9,13057.8,1878.3,6,def
31.40,2073.3,7564.3,1480.1,2,atk
31.40,6190.7,11046.3,3457.7,4,atk
31.40,5676.5,11083.6,807.5,8,atk
31.40,11777.9,13057.8,1878.2,6,def
31.60,2043.9,7591.8,1458.5,2,atk
31.60,6141.4,11027.1,3448.7,4,atk
31.60,5652.4,11110.2,781.6,8,atk
31.60,11777.9,13057.8,1878.1,6,def
31.80,2014.6,7619.4,1436.5,2,atk
31.80,6092.2,11007.9,3439.3,4,atk
31.80,5628.2,11136.9,755.4,8,atk
31.80,11777.9,13057.8,1878.0,6,def
32.00,1985.2,7646.9,1414.2,2,atk
32.00,6042.9,10988.7,3429.6,4,atk
32.00,5604.0,11163.5,728.7,8,atk
32.00,11777.9,13057.8,1877.9,6,def
32.20,1955.8,7674.4,1391.4,2,atk
32.20,5993.7,10969.5,3419.4,4,atk
32.20,5579.8,11190.1,701.7,8,atk
32.20,11777.9,13057.8,1877.8,6,def
32.40,1926.4,7701.9,1368.3,2,atk
32.40,5944.5,10950.3,3408.9,4,atk
32.40,5555.7,11216.7,674.3,8,atk
32.40,11777.9,13057.8,1877.8,6,def
32.60,1897.0,7729.4,1344.8,2,atk
32.60,5895.2,10931.1,3397.9,4,atk
32.60,5531.5,11243.4,646.4,8,atk
32.60,11777.9,13057.8,1877.7,6,def
32.80,1867.7,7756.9,1320.8,2,atk
32.80,5846.0,10911.9,3386.6,4,atk
32.80,5507.3,11270.0,618.2,8,atk
32.80,11777.9,13057.8,1877.5,6,def
33.00,1838.3,7784.4,1296.5,2,atk
33.00,5796.8,10892.7,3374.9,4,atk
33.00,5483.1,11296.6,589.6,8,atk
33.00,11777.9,13057.8,1877.5,6,def
33.20,1808.9,7812.0,1271.8,2,atk
33.20,5747.5,10873.6,3362.8,4,atk
33.20,5459.0,11323.3,560.6,8,atk
33.20,11777.9,13057.8,1877.4,6,def
33.40,1779.5,7839.5,1246.7,2,atk
33.40,5698.3,10854.4,3350.3,4,atk
33.40,5434.8,11349.9,531.2,8,atk
33.40,11777.9,13057.8,1877.2,6,def
33.60,1750.2,7867.0,1221.2,2,atk
33.60,5649.0,10835.2,3337.4,4,atk
33.60,5410.6,11376.5,501.5,8,atk
33.60,11777.9,13057.8,1877.2,6,def
33.80,1720.8,7894.5,1195.3,2,atk
33.80,5599.8,10816.0,3324.1,4,atk
33.80,5386.4,11403.2,471.3,8,atk
33.80,11777.9,13057.8,1877.1,6,def
34.00,1691.4,7922.0,1169.0,2,atk
34.00,5550.6,10796.8,3310.4,4,atk
34.00,5362.3,11429.8,440.7,8,atk
34.00,11777.9,13057.8,1877.0,6,def
34.20,1662.0,7949.5,1142.4,2,atk
34.20,5501.3,10777.6,3296.3,4,atk
34.20,5338.1,11456.4,409.8,8,atk
34.20,11777.9,13057.8,1876.9,6,def
34.40,1632.7,7977.0,1115.3,2,atk
34.40,5452.1,10758.4,3281.8,4,atk
34.40,5313.9,11483.1,378.4,8,atk
34.40,11777.9,13057.8,1876.8,6,def
34.60,1603.3,8004.6,1087.8,2,atk
34.60,5402.8,10739.2,3267.0,4,atk
34.60,5289.7,11509.7,346.7,8,atk
34.60,11777.9,13057.8,1876.7,6,def
34.80,1573.9,8032.1,1060.0,2,atk
34.80,5353.6,10720.0,3251.7,4,atk
34.80,5265.6,11536.3,314.5,8,atk
34.80,11777.9,13057.8,1876.6,6,def
35.00,1544.5,8059.6,1031.7,2,atk
35.00,5304.4,10700.9,3236.1,4,atk
35.00,5241.4,11562.9,282.0,8,atk
35.00,11777.9,13057.8,1876.5,6,def
35.20,1515.1,8087.1,1003.1,2,atk
35.20,5255.1,10681.7,3220.0,4,atk
35.20,5217.2,11589.6,249.1,8,atk
35.20,11777.9,13057.8,1876.4,6,def
35.40,1485.8,8114.6,974.1,2,atk
35.40,5205.9,10662.5,3203.6,4,atk
35.40,5193.0,11616.2,215.8,8,atk
35.40,11777.9,13057.8,1876.3,6,def
35.60,1456.4,8142.1,944.7,2,atk
35.60,5156.7,10643.3,3186.8,4,atk
35.60,5168.9,11642.8,182.1,8,atk
35.60,11777.9,13057.8,1876.2,6,def
35.80,1427.0,8169.6,914.8,2,atk
35.80,5107.4,10624.1,3169.6,4,atk
35.80,5144.7,11669.5,148.0,8,atk
35.80,11777.9,13057.8,1876.1,6,def
36.00,1397.6,8197.2,884.6,2,atk
36.00,5058.2,10604.9,3152.0,4,atk
36.00,5120.5,11696.1,113.5,8,atk
36.00,11777.9,13057.8,1876.0,6,def
36.20,1368.3,8224.7,854.0,2,atk
36.20,5008.9,10585.7,3134.0,4,atk
36.20,5096.3,11722.7,78.6,8,atk
36.20,11777.9,13057.8,1875.9,6,def
36.40,1338.9,8252.2,823.1,2,atk
36.40,4959.7,10566.5,3115.6,4,atk
36.40,5072.2,11749.4,43.3,8,atk
36.40,11777.9,13057.8,1875.8,6,def
36.60,1309.5,8279.7,791.7,2,atk
36.60,4910.5,10547.3,3096.8,4,atk
36.60,5048.0,11776.0,7.7,8,atk
36.60,11777.9,13057.8,1875.7,6,def
36.80,1280.1,8307.2,759.9,2,atk
36.80,4861.2,10528.1,3077.6,4,atk
36.80,11777.9,13057.8,1875.6,6,def
37.00,1250.7,8334.7,727.7,2,atk
37.00,4812.0,10509.0,3058.0,4,atk
37.00,11777.9,13057.8,1875.5,6,def
37.20,1221.4,8362.2,695.2,2,atk
37.20,4762.8,10489.8,3038.1,4,atk
37.20,11777.9,13057.8,1875.4,6,def
37.40,1192.0,8389.7,662.2,2,atk
37.40,4713.5,10470.6,3017.7,4,atk
37.40,11777.9,13057.8,1875.3,6,def
37.60,1162.6,8417.2,628.9,2,atk
37.60,4664.3,10451.4,2997.0,4,atk
37.60,11777.9,13057.8,1875.2,6,def
37.80,1133.2,8444.7,595.1,2,atk
37.80,4615.0,10432.2,2975.8,4,atk
37.80,11777.9,13057.8,1875.1,6,def
38.00,1103.9,8472.3,561.0,2,atk
38.00,4565.8,10413.0,2954.3,4,atk
38.00,11777.9,13057.8,1875.0,6,def
38.20,1074.5,8499.8,526.5,2,atk
38.20,4516.6,10393.8,2932.4,4,atk
38.20,11777.9,13057.8,1874.9,6,def
38.40,1045.1,8527.3,491.6,2,atk
38.40,4467.3,10374.6,2910.0,4,atk
38.40,11777.9,13057.8,1874.8,6,def
38.60,1015.7,8554.8,456.3,2,atk
38.60,4418.1,10355.4,2887.3,4,atk
38.60,11777.9,13057.8,1874.7,6,def
38.80,986.3,8582.3,420.6,2,atk
38.80,4368.8,10336.3,2864.2,4,atk
38.80,11777.9,13057.8,1874.6,6,def
39.00,957.0,8609.8,384.5,2,atk
39.00,4319.6,10317.1,2840.7,4,atk
39.00,11777.9,13057.8,1874.5,6,def
39.20,927.6,8637.3,348.0,2,atk
39.20,4270.4,10297.9,2816.8,4,atk
39.20,11777.9,13057.8,1874.4,6,def
39.40,898.2,8664.8,311.1,2,atk
39.40,4221.1,10278.7,2792.6,4,atk
39.40,11777.9,13057.8,1874.3,6,def
39.60,868.8,8692.3,273.9,2,atk
39.60,4171.9,10259.5,2767.9,4,atk
39.60,11777.9,13057.8,1874.2,6,def
39.80,839.5,8719.8,236.2,2,atk
39.80,4122.7,10240.3,2742.8,4,atk
39.80,11777.9,13057.8,1874.1,6,def
40.00,810.1,8747.4,198.1,2,atk
40.00,4073.4,10221.1,2717.4,4,atk
40.00,11777.9,13057.8,1874.0,6,def
40.20,780.7,8774.9,159.7,2,atk
40.20,4024.2,10201.9,2691.5,4,atk
40.20,11777.9,13057.8,1873.9,6,def
40.40,751.3,8802.4,120.9,2,atk
40.40,3974.9,10182.7,2665.3,4,atk
40.40,11777.9,13057.8,1873.8,6,def
40.60,721.9,8829.9,81.6,2,atk
40.60,3925.7,10163.5,2638.6,4,atk
40.60,11777.9,13057.8,1873.7,6,def
40.80,692.6,8857.4,42.0,2,atk
40.80,3876.5,10144.4,2611.6,4,atk
40.80,11777.9,13057.8,1873.6,6,def
41.00,663.2,8884.9,2.0,2,atk
41.00,3827.2,10125.2,2584.2,4,atk
41.00,11777.9,13057.8,1873.5,6,def
41.20,3778.0,10106.0,2556.4,4,atk
41.20,11777.9,13057.8,1873.4,6,def
41.40,3728.7,10086.8,2528.2,4,atk
41.40,11777.9,13057.8,1873.3,6,def
41.60,3679.5,10067.6,2499.6,4,atk
41.60,11777.9,13057.8,1873.2,6,def
41.80,3630.3,10048.4,2470.6,4,atk
41.80,11777.9,13057.8,1873.1,6,def
42.00,3581.0,10029.2,2441.2,4,atk
42.00,11777.9,13057.8,1873.0,6,def
42.20,3531.8,10010.0,2411.5,4,atk
42.20,11777.9,13057.8,1872.9,6,def
42.40,3482.6,9990.8,2381.3,4,atk
42.40,11777.9,13057.8,1872.8,6,def
42.60,3433.3,9971.7,2350.7,4,atk
42.60,11777.9,13057.8,1872.7,6,def
42.80,3384.1,9952.5,2319.8,4,atk
42.80,11777.9,13057.8,1872.7,6,def
43.00,3334.8,9933.3,2288.4,4,atk
43.00,11777.9,13057.8,1872.5,6,def
43.20,3285.6,9914.1,2256.7,4,atk
43.20,11777.9,13057.8,1872.5,6,def
43.40,3236.4,9894.9,2224.6,4,atk
43.40,11777.9,13057.8,1872.4,6,def
43.60,3187.1,9875.7,2192.1,4,atk
43.60,11777.9,13057.8,1872.2,6,def
43.80,3137.9,9856.5,2159.1,4,atk
43.80,11777.9,13057.8,1872.2,6,def
44.00,3088.6,9837.3,2125.8,4,atk
44.00,11777.9,13057.8,1872.1,6,def
44.20,3039.4,9818.1,2092.1,4,atk
44.20,11777.9,13057.8,1871.9,6,def
44.40,2990.2,9798.9,2058.0,4,atk
44.40,11777.9,13057.8,1871.9,6,def
44.60,2940.9,9779.8,2023.6,4,atk
44.60,11777.9,13057.8,1871.8,6,def
44.80,2891.7,9760.6,1988.7,4,atk
44.80,11777.9,13057.8,1871.7,6,def
45.00,2842.5,9741.4,1953.4,4,atk
45.00,11777.9,13057.8,1871.6,6,def
45.20,2793.2,9722.2,1917.8,4,atk
45.20,11777.9,13057.8,1871.5,6,def
45.40,2744.0,9703.0,1881.7,4,atk
45.40,11777.9,13057.8,1871.4,6,def
45.60,2694.7,9683.8,1845.3,4,atk
45.60,11777.9,13057.8,1871.2,6,def
45.80,2645.5,9664.6,1808.4,4,atk
45.80,11777.9,13057.8,1870.6,6,def
46.00,2596.3,9645.4,1771.2,4,atk
46.00,11777.9,13057.8,1869.7,6,def
46.20,2547.0,9626.2,1733.6,4,atk
46.20,11777.9,13057.8,1868.3,6,def
46.40,2497.8,9607.1,1695.6,4,atk
46.40,11777.9,13057.8,1866.6,6,def
46.60,2448.6,9587.9,1657.2,4,atk
46.60,11777.9,13057.8,1864.4,6,def
46.80,2399.3,9568.7,1618.4,4,atk
46.80,11777.9,13057.8,1861.9,6,def
47.00,2350.1,9549.5,1579.2,4,atk
47.00,11777.9,13057.8,1859.0,6,def
47.20,2300.8,9530.3,1539.6,4,atk
47.20,11777.9,13057.8,1855.6,6,def
47.40,2251.6,9511.1,1499.6,4,atk
47.40,11777.9,13057.8,1851.9,6,def
47.60,2202.4,9491.9,1459.3,4,atk
47.60,11777.9,13057.8,1847.8,6,def
47.80,2153.1,9472.7,1418.5,4,atk
47.80,11777.9,13057.8,1843.3,6,def
48.00,2103.9,9453.5,1377.3,4,atk
48.00,11777.9,13057.8,1838.5,6,def
48.20,2054.6,9434.3,1335.8,4,atk
48.20,11777.9,13057.8,1833.2,6,def
48.40,2005.4,9415.2,1293.9,4,atk
48.40,11777.9,13057.8,1827.5,6,def
48.60,1956.2,9396.0,1251.5,4,atk
48.60,11777.9,13057.8,1821.4,6,def
48.80,1906.9,9376.8,1208.8,4,atk
48.80,11777.9,13057.8,1815.0,6,def
49.00,1857.7,9357.6,1165.7,4,atk
49.00,11777.9,13057.8,1808.1,6,def
49.20,1808.5,9338.4,1122.2,4,atk
49.20,11777.9,13057.8,1800.9,6,def
49.40,1759.2,9319.2,1078.3,4,atk
49.40,11777.9,13057.8,1793.3,6,def
49.60,1710.0,9300.0,1034.0,4,atk
49.60,11777.9,13057.8,1785.2,6,def
49.80,1660.7,9280.8,989.3,4,atk
49.80,11777.9,13057.8,1776.8,6,def
50.00,1611.5,9261.6,944.2,4,atk
50.00,11777.9,13057.8,1768.0,6,def
50.20,1562.3,9242.5,898.8,4,atk
50.20,11777.9,13057.8,1758.8,6,def
50.40,1513.0,9223.3,852.9,4,atk
50.40,11777.9,13057.8,1749.2,6,def
50.60,1463.8,9204.1,806.7,4,atk
50.60,11777.9,13057.8,1739.2,6,def
50.80,1414.6,9184.9,760.0,4,atk
50.80,11777.9,13057.8,1728.9,6,def
51.00,1365.3,9165.7,713.0,4,atk
51.00,11777.9,13057.8,1718.1,6,def
51.20,1316.1,9146.5,665.5,4,atk
51.20,11777.9,13057.8,1706.9,6,def
51.40,1266.9,9127.3,617.7,4,atk
51.40,11777.9,13057.8,1695.4,6,def
51.60,1217.6,9108.1,569.5,4,atk
51.60,11777.9,13057.8,1683.4,6,def
51.80,1168.4,9088.9,520.9,4,atk
51.80,11777.9,13057.8,1671.1,6,def
52.00,1119.1,9069.7,471.9,4,atk
52.00,11777.9,13057.8,1658.3,6,def
52.20,1069.9,9050.6,422.5,4,atk
52.20,11777.9,13057.8,1645.2,6,def
52.40,1020.7,9031.4,372.7,4,atk
52.40,11777.9,13057.8,1631.7,6,def
52.60,971.4,9012.2,322.5,4,atk
52.60,11777.9,13057.8,1617.8,6,def
52.80,922.2,8993.0,272.0,4,atk
52.80,11777.9,13057.8,1603.5,6,def
53.00,873.0,8973.8,221.0,4,atk
53.00,11777.9,13057.8,1588.8,6,def
53.20,823.7,8954.6,169.6,4,atk
53.20,11777.9,13057.8,1573.7,6,def
53.40,774.5,8935.4,117.9,4,atk
53.40,11777.9,13057.8,1558.2,6,def
53.60,725.2,8916.2,65.8,4,atk
